celebrity_name,season,week,weekly_avg_score,weekly_total_score,num_judges,was_eliminated,weekly_rank_by_avg,weekly_rank_by_total,weekly_score_percentage,results,placement,has_tie,predicted_fan_votes
Jenn Tran,33,6.0,10.333333333333334,31.0,3,False,3.0,3.0,15.048543689320388,Eliminated Week 6,7,True,159937.5521866975
Joey Graziadei,33,6.0,10.666666666666666,32.0,3,False,1.0,1.0,15.53398058252427,1st Place,1,True,218934.563885344
Stephen Nedoroscik,33,6.0,9.333333333333334,28.0,3,False,5.0,5.0,13.592233009708735,4th Place,4,True,97870.04545985172
Chandler Kinney,33,7.0,10.0,30.0,3,False,1.0,1.0,18.75,3rd Place,3,False,266848.2651170062
Danny Amendola,33,7.0,8.5,25.5,3,False,5.0,5.0,15.937499999999998,5th Place,5,False,106375.12622123344
Dwight Howard,33,7.0,8.0,24.0,3,False,6.0,6.0,15.0,Eliminated Week 7,6,False,60734.69403107199
Ilona Maher,33,7.0,8.666666666666666,26.0,3,False,4.0,4.0,16.25,2nd Place,2,False,148621.40694897395
Joey Graziadei,33,7.0,9.166666666666666,27.5,3,False,2.0,2.0,17.1875,1st Place,1,False,228357.68749645408
Stephen Nedoroscik,33,7.0,9.0,27.0,3,False,3.0,3.0,16.875,4th Place,4,False,189062.82018526032
Chandler Kinney,33,8.0,9.666666666666666,29.0,3,False,1.0,1.0,20.714285714285715,3rd Place,3,True,284744.42847590474
Danny Amendola,33,8.0,9.0,27.0,3,False,4.0,4.0,19.28571428571429,5th Place,5,True,145046.5292302002
Ilona Maher,33,8.0,9.5,28.5,3,False,3.0,3.0,20.357142857142858,2nd Place,2,True,202650.784283972
Joey Graziadei,33,8.0,9.666666666666666,29.0,3,False,1.0,1.0,20.714285714285715,1st Place,1,True,284744.249603366
Stephen Nedoroscik,33,8.0,8.833333333333334,26.5,3,False,5.0,5.0,18.928571428571427,4th Place,4,True,82814.00840655708
Chandler Kinney,33,9.0,10.0,30.0,3,False,1.0,1.0,20.61855670103093,3rd Place,3,True,311326.2985613912
Danny Amendola,33,9.0,9.333333333333334,28.0,3,False,5.0,5.0,19.24398625429553,5th Place,5,True,82801.48919819329
Ilona Maher,33,9.0,9.5,28.5,3,False,4.0,4.0,19.587628865979383,2nd Place,2,True,145024.2764765859
Joey Graziadei,33,9.0,9.833333333333334,29.5,3,False,2.0,2.0,20.27491408934708,1st Place,1,True,230424.25575962823
Stephen Nedoroscik,33,9.0,9.833333333333334,29.5,3,False,2.0,2.0,20.27491408934708,4th Place,4,True,230423.68000420145
Alix Earle,34,1.0,6.5,13.0,2,False,4.0,4.0,7.926829268292683,2nd Place,2,True,97082.77091031324
Andy Richter,34,1.0,4.5,9.0,2,False,13.0,13.0,5.487804878048781,Eliminated Week 9,7,True,18817.128829644436
Baron Davis,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,Eliminated Week 2,13,True,46690.39642480737
Corey Feldman,34,1.0,4.5,9.0,2,False,13.0,13.0,5.487804878048781,Eliminated Week 2,13,True,18817.131939120165
Danielle Fishel,34,1.0,6.0,12.0,2,False,6.0,6.0,7.317073170731707,Eliminated Week 8,8,True,76501.76798057281
Dylan Efron,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,4th Place,4,True,46690.43358954095
Elaine Hendrix,34,1.0,6.0,12.0,2,False,6.0,6.0,7.317073170731707,5th Place,5,True,76501.78015905956
Hilaria Baldwin,34,1.0,7.0,14.0,2,False,3.0,3.0,8.536585365853659,Eliminated Week 4,11,True,109258.88571434468
Jen Affleck,34,1.0,6.0,12.0,2,False,6.0,6.0,7.317073170731707,Eliminated Week 7,9,True,76501.75938883278
Jordan Chiles,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,3rd Place,3,True,46690.37725703015
Lauren Jauregui,34,1.0,6.5,13.0,2,False,4.0,4.0,7.926829268292683,Eliminated Week 3,12,True,97082.75767475148
Robert Irwin,34,1.0,7.5,15.0,2,False,1.0,1.0,9.146341463414634,1st Place,1,True,121337.2018539247
Scott Hoying,34,1.0,5.0,10.0,2,False,9.0,9.0,6.097560975609756,Eliminated Week 6,10,True,46690.433568977576
Whitney Leavitt,34,1.0,7.5,15.0,2,False,1.0,1.0,9.146341463414634,Eliminated Week 10,6,True,121337.17470908014
Alix Earle,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,2nd Place,2,True,80696.99577209771
Andy Richter,34,2.0,5.333333333333333,16.0,3,False,13.0,13.0,5.755395683453238,Eliminated Week 9,7,True,23796.790883166905
Baron Davis,34,2.0,6.0,18.0,3,False,11.0,11.0,6.474820143884892,Eliminated Week 2,13,True,37809.78089669562
Corey Feldman,34,2.0,5.0,15.0,3,False,14.0,14.0,5.39568345323741,Eliminated Week 2,13,True,13586.774167760395
Danielle Fishel,34,2.0,6.333333333333333,19.0,3,False,10.0,10.0,6.83453237410072,Eliminated Week 8,8,True,51084.97200810938
Dylan Efron,34,2.0,6.666666666666667,20.0,3,False,9.0,9.0,7.194244604316546,4th Place,4,True,59695.55132836379
Elaine Hendrix,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,5th Place,5,True,80697.00755386832
Hilaria Baldwin,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,Eliminated Week 4,11,True,80697.02141994103
Jen Affleck,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,Eliminated Week 7,9,True,113357.05770108609
Jordan Chiles,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,3rd Place,3,True,113357.07948612286
Lauren Jauregui,34,2.0,7.0,21.0,3,False,5.0,5.0,7.553956834532374,Eliminated Week 3,12,True,80697.05175618253
Robert Irwin,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,1st Place,1,True,113357.0587251424
Scott Hoying,34,2.0,6.0,18.0,3,False,11.0,11.0,6.474820143884892,Eliminated Week 6,10,True,37809.83063185055
Whitney Leavitt,34,2.0,7.333333333333333,22.0,3,False,1.0,1.0,7.913669064748201,Eliminated Week 10,6,True,113357.02766961243
Alix Earle,34,3.0,7.666666666666667,23.0,3,False,3.0,3.0,8.949416342412452,2nd Place,2,True,117456.66050179835
Andy Richter,34,3.0,6.0,18.0,3,False,11.0,11.0,7.003891050583658,Eliminated Week 9,7,True,24861.729551815894
Danielle Fishel,34,3.0,7.0,21.0,3,False,8.0,8.0,8.171206225680933,Eliminated Week 8,8,True,61688.710753744526
Dylan Efron,34,3.0,7.666666666666667,23.0,3,False,3.0,3.0,8.949416342412452,4th Place,4,True,117456.6610281592
Elaine Hendrix,34,3.0,7.0,21.0,3,False,8.0,8.0,8.171206225680933,5th Place,5,True,61688.71471419888
Hilaria Baldwin,34,3.0,7.333333333333333,22.0,3,False,5.0,5.0,8.560311284046692,Eliminated Week 4,11,True,90021.33525133107
Jen Affleck,34,3.0,6.333333333333333,19.0,3,False,10.0,10.0,7.392996108949417,Eliminated Week 7,9,True,43903.32289474581
Jordan Chiles,34,3.0,8.0,24.0,3,False,1.0,1.0,9.33852140077821,3rd Place,3,True,139009.22721352993
Lauren Jauregui,34,3.0,6.0,18.0,3,False,11.0,11.0,7.003891050583658,Eliminated Week 3,12,True,24861.726340639
Robert Irwin,34,3.0,7.333333333333333,22.0,3,False,5.0,5.0,8.560311284046692,1st Place,1,True,90021.34464053462
Scott Hoying,34,3.0,7.333333333333333,22.0,3,False,5.0,5.0,8.560311284046692,Eliminated Week 6,10,True,90021.33960826554
Whitney Leavitt,34,3.0,8.0,24.0,3,False,1.0,1.0,9.33852140077821,Eliminated Week 10,6,True,139009.22750123715
Alix Earle,34,4.0,8.0,24.0,3,False,2.0,2.0,9.67741935483871,2nd Place,2,True,130944.02596923316
Andy Richter,34,4.0,6.0,18.0,3,False,11.0,11.0,7.258064516129033,Eliminated Week 9,7,True,20972.174239162145
Danielle Fishel,34,4.0,7.0,21.0,3,False,9.0,9.0,8.46774193548387,Eliminated Week 8,8,True,44125.848973422566
Dylan Efron,34,4.0,7.666666666666667,23.0,3,False,5.0,5.0,9.274193548387096,4th Place,4,True,92144.87369065631
Elaine Hendrix,34,4.0,8.0,24.0,3,False,2.0,2.0,9.67741935483871,5th Place,5,True,130943.99866388548
Hilaria Baldwin,34,4.0,7.666666666666667,23.0,3,False,5.0,5.0,9.274193548387096,Eliminated Week 4,11,True,92144.95071625
Jen Affleck,34,4.0,7.666666666666667,23.0,3,False,5.0,5.0,9.274193548387096,Eliminated Week 7,9,True,92144.98539399383
Jordan Chiles,34,4.0,8.0,24.0,3,False,2.0,2.0,9.67741935483871,3rd Place,3,True,130944.01020076404
Robert Irwin,34,4.0,7.333333333333333,22.0,3,False,8.0,8.0,8.870967741935484,1st Place,1,True,65284.77404387301
Scott Hoying,34,4.0,7.0,21.0,3,False,9.0,9.0,8.46774193548387,Eliminated Week 6,10,True,44125.99350215529
Whitney Leavitt,34,4.0,8.333333333333334,25.0,3,False,1.0,1.0,10.080645161290322,Eliminated Week 10,6,True,156224.36460660404
Alix Earle,34,5.0,8.75,35.0,4,False,2.0,2.0,11.182108626198085,2nd Place,2,True,147660.68375831307
Andy Richter,34,5.0,6.0,24.0,4,False,10.0,10.0,7.667731629392971,Eliminated Week 9,7,True,24861.230524134207
Danielle Fishel,34,5.0,7.25,29.0,4,False,8.0,8.0,9.26517571884984,Eliminated Week 8,8,True,52308.435676716734
Dylan Efron,34,5.0,9.0,36.0,4,False,1.0,1.0,11.501597444089455,4th Place,4,True,170263.37382357608
Elaine Hendrix,34,5.0,7.5,30.0,4,False,6.0,6.0,9.584664536741212,5th Place,5,True,85481.75982443024
Jen Affleck,34,5.0,7.25,29.0,4,False,8.0,8.0,9.26517571884984,Eliminated Week 7,9,True,52308.28294470836
Jordan Chiles,34,5.0,8.0,32.0,4,False,5.0,5.0,10.22364217252396,3rd Place,3,True,109231.8137376846
Robert Irwin,34,5.0,8.75,35.0,4,False,2.0,2.0,11.182108626198085,1st Place,1,True,147660.7370786554
Scott Hoying,34,5.0,7.5,30.0,4,False,6.0,6.0,9.584664536741212,Eliminated Week 6,10,True,85481.65288230641
Whitney Leavitt,34,5.0,8.25,33.0,4,False,4.0,4.0,10.543130990415335,Eliminated Week 10,6,True,124742.02974947492
Alix Earle,34,6.0,8.75,35.0,4,False,6.0,6.0,10.294117647058822,2nd Place,2,True,93476.51031023836
Andy Richter,34,6.0,6.75,27.0,4,False,10.0,10.0,7.941176470588235,Eliminated Week 9,7,True,24861.564125998542
Danielle Fishel,34,6.0,9.0,36.0,4,False,3.0,3.0,10.588235294117649,Eliminated Week 8,8,True,124742.73554148743
Dylan Efron,34,6.0,8.0,32.0,4,False,7.0,7.0,9.411764705882351,4th Place,4,True,69185.26850088098
Elaine Hendrix,34,6.0,9.0,36.0,4,False,3.0,3.0,10.588235294117649,5th Place,5,True,124742.70273089284
Jen Affleck,34,6.0,8.0,32.0,4,False,7.0,7.0,9.411764705882351,Eliminated Week 7,9,True,69185.16883736763
Jordan Chiles,34,6.0,9.75,39.0,4,False,1.0,1.0,11.470588235294118,3rd Place,3,True,162759.64578014382
Robert Irwin,34,6.0,9.0,36.0,4,False,3.0,3.0,10.588235294117649,1st Place,1,True,124742.6644063834
Scott Hoying,34,6.0,7.0,28.0,4,False,9.0,9.0,8.235294117647058,Eliminated Week 6,10,True,43543.97068126637
Whitney Leavitt,34,6.0,9.75,39.0,4,False,1.0,1.0,11.470588235294118,Eliminated Week 10,6,True,162759.76908534058
Alix Earle,34,7.0,10.75,43.0,4,False,1.0,1.0,12.951807228915662,2nd Place,2,True,187145.29635094065
Andy Richter,34,7.0,7.25,29.0,4,False,9.0,9.0,8.734939759036145,Eliminated Week 9,7,True,29973.499558601856
Danielle Fishel,34,7.0,8.75,35.0,4,False,6.0,6.0,10.542168674698797,Eliminated Week 8,8,True,93305.2262344227
Dylan Efron,34,7.0,9.5,38.0,4,False,4.0,4.0,11.44578313253012,4th Place,4,True,122238.01889012595
Elaine Hendrix,34,7.0,8.0,32.0,4,False,8.0,8.0,9.63855421686747,5th Place,5,True,52497.87786950618
Jen Affleck,34,7.0,8.5,34.0,4,False,7.0,7.0,10.240963855421686,Eliminated Week 7,9,True,73346.68932624493
Jordan Chiles,34,7.0,9.5,38.0,4,False,4.0,4.0,11.44578313253012,3rd Place,3,True,122237.90511060596
Robert Irwin,34,7.0,10.25,41.0,4,False,3.0,3.0,12.349397590361445,1st Place,1,True,150393.27301561437
Whitney Leavitt,34,7.0,10.5,42.0,4,False,2.0,2.0,12.650602409638552,Eliminated Week 10,6,True,168862.2136439375
Alix Earle,34,8.0,9.625,38.5,4,False,3.0,3.0,12.769485903814262,2nd Place,2,True,162007.35571029354
Andy Richter,34,8.0,8.5,34.0,4,False,8.0,8.0,11.276948590381426,Eliminated Week 9,7,True,36872.921886529824
Danielle Fishel,34,8.0,9.25,37.0,4,False,7.0,7.0,12.271973466003317,Eliminated Week 8,8,True,64582.43616063588
Dylan Efron,34,8.0,9.5,38.0,4,False,4.0,4.0,12.603648424543948,4th Place,4,True,126782.40530182383
Elaine Hendrix,34,8.0,9.375,37.5,4,False,6.0,6.0,12.437810945273633,5th Place,5,True,90229.84174407009
Jordan Chiles,34,8.0,9.75,39.0,4,False,2.0,2.0,12.935323383084576,3rd Place,3,True,185011.23334830985
Robert Irwin,34,8.0,9.5,38.0,4,False,4.0,4.0,12.603648424543948,1st Place,1,True,126782.33246656338
Whitney Leavitt,34,8.0,9.875,39.5,4,False,1.0,1.0,13.101160862354892,Eliminated Week 10,6,True,207731.47338177369
Alix Earle,34,9.0,10.0,40.0,4,False,4.0,4.0,14.814814814814811,2nd Place,2,True,144837.9202622163
Andy Richter,34,9.0,7.25,29.0,4,False,7.0,7.0,10.74074074074074,Eliminated Week 9,7,True,46528.03221736948
Dylan Efron,34,9.0,10.5,42.0,4,False,1.0,1.0,15.555555555555555,4th Place,4,True,204428.35333372757
Elaine Hendrix,34,9.0,9.0,36.0,4,False,6.0,6.0,13.333333333333334,5th Place,5,True,81492.47916459022
Jordan Chiles,34,9.0,9.75,39.0,4,False,5.0,5.0,14.444444444444445,3rd Place,3,True,113856.26929442158
Robert Irwin,34,9.0,10.5,42.0,4,False,1.0,1.0,15.555555555555555,1st Place,1,True,204428.5842676928
Whitney Leavitt,34,9.0,10.5,42.0,4,False,1.0,1.0,15.555555555555555,Eliminated Week 10,6,True,204428.3614599821
Alix Earle,34,10.0,9.666666666666666,29.0,3,False,2.0,2.0,16.86046511627907,2nd Place,2,True,208658.1148792101
Dylan Efron,34,10.0,9.166666666666666,27.5,3,False,6.0,6.0,15.988372093023257,4th Place,4,True,60685.368862165575
Elaine Hendrix,34,10.0,9.5,28.5,3,False,4.0,4.0,16.569767441860463,5th Place,5,True,127683.45277684
Jordan Chiles,34,10.0,9.5,28.5,3,False,4.0,4.0,16.569767441860463,3rd Place,3,True,127683.1808827341
Robert Irwin,34,10.0,9.833333333333334,29.5,3,False,1.0,1.0,17.151162790697676,1st Place,1,True,266631.5465517896
Whitney Leavitt,34,10.0,9.666666666666666,29.0,3,False,2.0,2.0,16.86046511627907,Eliminated Week 10,6,True,208658.33604726067
Alix Earle,34,11.0,10.0,30.0,3,False,1.0,1.0,20.31609129238783,2nd Place,2,True,311326.1830616756
Dylan Efron,34,11.0,9.777733333333334,29.3332,3,False,4.0,4.0,19.86453230326236,4th Place,4,True,145025.35848962178
Elaine Hendrix,34,11.0,9.6666,28.9998,3,False,5.0,5.0,19.63875280869962,5th Place,5,True,82801.2621323655
Jordan Chiles,34,11.0,9.888866666666669,29.666600000000003,3,False,2.0,2.0,20.0903117978251,3rd Place,3,True,230423.8188438797
Robert Irwin,34,11.0,9.888866666666669,29.666600000000003,3,False,2.0,2.0,20.0903117978251,1st Place,1,True,230423.37747245748
