celebrity_name,season,week,weekly_avg_score,weekly_total_score,num_judges,was_eliminated,weekly_rank_by_avg,weekly_rank_by_total,weekly_score_percentage,results,placement,has_tie
Jordan Chiles,34,7.0,9.5,38.0,4,False,4.0,4.0,11.44578313253012,3rd Place,3,True
Robert Irwin,34,7.0,10.25,41.0,4,False,3.0,3.0,12.349397590361445,1st Place,1,True
Whitney Leavitt,34,7.0,10.5,42.0,4,False,2.0,2.0,12.650602409638552,Eliminated Week 10,6,True
Alix Earle,34,8.0,9.625,38.5,4,False,3.0,3.0,12.769485903814262,2nd Place,2,True
Andy Richter,34,8.0,8.5,34.0,4,False,8.0,8.0,11.276948590381426,Eliminated Week 9,7,True
Danielle Fishel,34,8.0,9.25,37.0,4,False,7.0,7.0,12.271973466003317,Eliminated Week 8,8,True
Dylan Efron,34,8.0,9.5,38.0,4,False,4.0,4.0,12.603648424543948,4th Place,4,True
Elaine Hendrix,34,8.0,9.375,37.5,4,False,6.0,6.0,12.437810945273633,5th Place,5,True
Jordan Chiles,34,8.0,9.75,39.0,4,False,2.0,2.0,12.935323383084576,3rd Place,3,True
Robert Irwin,34,8.0,9.5,38.0,4,False,4.0,4.0,12.603648424543948,1st Place,1,True
Whitney Leavitt,34,8.0,9.875,39.5,4,False,1.0,1.0,13.101160862354892,Eliminated Week 10,6,True
Alix Earle,34,9.0,10.0,40.0,4,False,4.0,4.0,14.814814814814811,2nd Place,2,True
Andy Richter,34,9.0,7.25,29.0,4,False,7.0,7.0,10.74074074074074,Eliminated Week 9,7,True
Dylan Efron,34,9.0,10.5,42.0,4,False,1.0,1.0,15.555555555555555,4th Place,4,True
Elaine Hendrix,34,9.0,9.0,36.0,4,False,6.0,6.0,13.333333333333334,5th Place,5,True
Jordan Chiles,34,9.0,9.75,39.0,4,False,5.0,5.0,14.444444444444445,3rd Place,3,True
Robert Irwin,34,9.0,10.5,42.0,4,False,1.0,1.0,15.555555555555555,1st Place,1,True
Whitney Leavitt,34,9.0,10.5,42.0,4,False,1.0,1.0,15.555555555555555,Eliminated Week 10,6,True
Alix Earle,34,10.0,9.666666666666666,29.0,3,False,2.0,2.0,16.86046511627907,2nd Place,2,True
Dylan Efron,34,10.0,9.166666666666666,27.5,3,False,6.0,6.0,15.988372093023257,4th Place,4,True
Elaine Hendrix,34,10.0,9.5,28.5,3,False,4.0,4.0,16.569767441860463,5th Place,5,True
Jordan Chiles,34,10.0,9.5,28.5,3,False,4.0,4.0,16.569767441860463,3rd Place,3,True
Robert Irwin,34,10.0,9.833333333333334,29.5,3,False,1.0,1.0,17.151162790697676,1st Place,1,True
Whitney Leavitt,34,10.0,9.666666666666666,29.0,3,False,2.0,2.0,16.86046511627907,Eliminated Week 10,6,True
Alix Earle,34,11.0,10.0,30.0,3,False,1.0,1.0,20.31609129238783,2nd Place,2,True
Dylan Efron,34,11.0,9.777733333333334,29.3332,3,False,4.0,4.0,19.86453230326236,4th Place,4,True
Elaine Hendrix,34,11.0,9.6666,28.9998,3,False,5.0,5.0,19.63875280869962,5th Place,5,True
Jordan Chiles,34,11.0,9.888866666666669,29.666600000000003,3,False,2.0,2.0,20.0903117978251,3rd Place,3,True
Robert Irwin,34,11.0,9.888866666666669,29.666600000000003,3,False,2.0,2.0,20.0903117978251,1st Place,1,True
